scenario,variable,module,kind,min,max,final,hard_low,hard_high,expected_low,expected_high,status,run_error
healthy_child_20kg,ADH_water_retention_index,EndocrineStressAxisModule,index,0.0,0.18829369844629934,0.1735386100971622,0.0,1.0,0.0,1.0,PASS,
healthy_child_20kg,AKI_index,AKICRRTModule/FluidBalanceModule,index,0.0,0.0,0.0,0.0,1.0,0.0,1.0,PASS,
healthy_child_20kg,CRP_proxy,InfectionAntimicrobialBasicModule,proxy,0.0,0.0,0.0,0.0,500.0,0.0,300.0,PASS,
healthy_child_20kg,CRRT_UF_mL_h_effective,AKICRRTModule/FluidBalanceModule,effect_index,0.0,0.0,0.0,0.0,1000.0,0.0,250.0,PASS,
healthy_child_20kg,CRRT_active_effective,AKICRRTModule/FluidBalanceModule,effect_index,0.0,0.0,0.0,0.0,1.0,0.0,1.0,PASS,
healthy_child_20kg,CRRT_clearance_mod,AKICRRTModule/FluidBalanceModule,modifier,0.0,0.0,0.0,0.0,5.0,0.0,2.5,PASS,
healthy_child_20kg,GCS_proxy,NeuroFunctionalModule/ICPModule,proxy,14.919587717645731,15.0,14.978543729248168,3.0,15.0,3.0,15.0,PASS,
healthy_child_20kg,HFOV_power_proxy,VentilatorModule,proxy,0.0,0.0,0.0,0.0,200.0,0.0,100.0,PASS,
healthy_child_20kg,ICP_alert,NeuroFunctionalModule/ICPModule,alert_flag,0.0,0.0,0.0,0.0,1.0,0.0,1.0,PASS,
healthy_child_20kg,LDH_index,HematologyOxygenTransportModule,index,0.0,0.15,0.15,0.0,1.0,0.0,1.0,PASS,
healthy_child_20kg,M6G_accumulation_proxy,Pharmacology/PainStressSedationModules,proxy,0.0,0.0,0.0,-1000.0,1000.0,-100.0,100.0,PASS,
healthy_child_20kg,RASS_proxy,NeuroFunctionalModule/ICPModule,proxy,0.0,1.4488754130434245,0.9627588549056434,-5.0,4.0,-5.0,4.0,PASS,
healthy_child_20kg,RRT_indication_score,AKICRRTModule/FluidBalanceModule,score,0.0,0.08140915260001957,0.0043443972909589235,0.0,1.0,0.0,1.0,PASS,
healthy_child_20kg,RV_afterload_index,HeartLung/RespiratoryMechanicsModule,index,0.0,0.14271572398857033,0.14271572398857033,0.0,1.0,0.0,1.0,PASS,
healthy_child_20kg,VCO2_mod,NutritionCatabolismModule,modifier,1.0,1.0,1.0,0.0,5.0,0.0,2.5,PASS,
healthy_child_20kg,VILI_risk,HeartLung/RespiratoryMechanicsModule,risk_index,0.0,0.02773647199596961,0.026249309459092776,0.0,1.0,0.0,1.0,PASS,
healthy_child_20kg,adrenal_insufficiency_index,EndocrineStressAxisModule,index,0.0,0.09591974769780716,0.09545777193514737,0.0,1.0,0.0,1.0,PASS,
healthy_child_20kg,air_trapping_index,AirwayObstructionModule,index,0.0,0.0,0.0,0.0,1.0,0.0,1.0,PASS,
healthy_child_20kg,airway_VdVt_add,AirwayObstructionModule,additive_modifier,0.0,0.0,0.0,-150.0,150.0,-50.0,50.0,PASS,
healthy_child_20kg,airway_obstruction_index,AirwayObstructionModule,index,0.0,0.0,0.0,0.0,1.0,0.0,1.0,PASS,
healthy_child_20kg,airway_resistance_mod,AirwayObstructionModule,modifier,1.21,1.21,1.21,0.0,5.0,0.0,2.5,PASS,
healthy_child_20kg,airway_shunt_add,AirwayObstructionModule,additive_modifier,0.0,0.0,0.0,-150.0,150.0,-50.0,50.0,PASS,
healthy_child_20kg,analgesia_score,PainStressSedationModule,score,0.0,0.0,0.0,0.0,1.0,0.0,1.0,PASS,
healthy_child_20kg,anemia_severity_index,HematologyOxygenTransportModule,index,0.0,0.0,0.0,0.0,1.0,0.0,1.0,PASS,
healthy_child_20kg,antibiotic_delay_harm_index,InfectionAntimicrobialBasicModule,index,0.0,0.0,0.0,0.0,1.0,0.0,1.0,PASS,
healthy_child_20kg,antibiotic_effect,InfectionAntimicrobialBasicModule,effect_index,0.0,0.0,0.0,0.0,1.0,0.0,1.0,PASS,
healthy_child_20kg,antimicrobial_deescalation_readiness,InfectionAntimicrobialBasicModule,index,0.0,0.0,0.0,0.0,1.0,0.0,1.0,PASS,
healthy_child_20kg,antimicrobial_escalation_score,InfectionAntimicrobialBasicModule,score,0.0,0.0,0.0,0.0,1.0,0.0,1.0,PASS,
healthy_child_20kg,antipyretic_effect,ThermoregulationModule,effect_index,0.0,0.0,0.0,0.0,1.0,0.0,1.0,PASS,
healthy_child_20kg,atelectrauma_index,HeartLung/RespiratoryMechanicsModule,index,0.0,0.08320941598790883,0.07874792837727833,0.0,1.0,0.0,1.0,PASS,
healthy_child_20kg,bleeding_risk_index,HematologyOxygenTransportModule,risk_index,0.0,0.0,0.0,0.0,1.0,0.0,1.0,PASS,
healthy_child_20kg,bronchodilator_effect,AirwayObstructionModule,effect_index,0.0,0.0,0.0,0.0,1.0,0.0,1.0,PASS,
healthy_child_20kg,bronchospasm_index,AirwayObstructionModule,index,0.0,0.0,0.0,0.0,1.0,0.0,1.0,PASS,
healthy_child_20kg,capillary_leak_index,HeartLung/RespiratoryMechanicsModule,index,0.0,0.015460827772908243,0.014249392273658928,0.0,1.0,0.0,1.0,PASS,
healthy_child_20kg,catabolism_index,NutritionCatabolismModule,index,0.0,0.13202120869079104,0.13146281566223303,0.0,1.0,0.0,1.0,PASS,
healthy_child_20kg,catecholamine_tone,EndocrineStressAxisModule,drive_or_tone,0.18,0.2362831509657483,0.2181495593393674,0.0,3.0,0.0,2.0,PASS,
healthy_child_20kg,cerebral_metabolic_rate_mod,NeuroFunctionalModule/ICPModule,modifier,1.0,1.0009914501127082,1.0009914501127082,0.0,5.0,0.0,2.5,PASS,
healthy_child_20kg,cholestasis_index,HepaticMetabolismModule,index,0.0,0.01553937307169475,0.01553937307169475,0.0,1.0,0.0,1.0,PASS,
healthy_child_20kg,clonidine_bradycardia_risk,Pharmacology/PainStressSedationModules,risk_index,0.0,0.0,0.0,0.0,1.0,0.0,1.0,PASS,
healthy_child_20kg,clonidine_hypotension_risk,Pharmacology/PainStressSedationModules,risk_index,0.0,0.0,0.0,0.0,1.0,0.0,1.0,PASS,
healthy_child_20kg,clonidine_withdrawal_mod,Neurofunctional/PainStressSedationModules,modifier,0.0,0.0,0.0,0.0,5.0,0.0,2.5,PASS,
healthy_child_20kg,coag_score,CoagulationModule,score,0.0,0.0,0.0,0.0,10.0,0.0,5.0,PASS,
healthy_child_20kg,consciousness_index,NeuroFunctionalModule/ICPModule,index,0.0,0.0067010235295223985,0.001788022562652684,0.0,1.0,0.0,1.0,PASS,
healthy_child_20kg,cooling_effect,ThermoregulationModule,effect_index,0.0,0.0,0.0,0.0,1.0,0.0,1.0,PASS,
healthy_child_20kg,critical_illness_steroid_need_index,EndocrineStressAxisModule,index,0.0,0.01630635710862722,0.016227821228975054,0.0,1.0,0.0,1.0,PASS,
healthy_child_20kg,cycling_frac,VentilatorModule,setting_fraction,0.25,0.25,0.25,0.0,1.0,0.0,1.0,PASS,
healthy_child_20kg,cytokine_drive,AdvancedSepsisModule,drive_or_tone,0.0,0.0,0.0,0.0,3.0,0.0,2.0,PASS,
healthy_child_20kg,delirium_risk,PainStressSedationModule,risk_index,0.05,0.133008173897062,0.05,0.0,1.0,0.0,1.0,PASS,
healthy_child_20kg,delirium_state_index,NeuroFunctionalModule/ICPModule,index,0.0,0.31844210249695076,0.18469780917001907,0.0,1.0,0.0,1.0,PASS,
healthy_child_20kg,diuretic_effect,AKICRRTModule/FluidBalanceModule,effect_index,0.0,0.0,0.0,0.0,1.0,0.0,1.0,PASS,
healthy_child_20kg,diuretic_response_index,AKICRRTModule/FluidBalanceModule,index,0.0,0.0,0.0,0.0,1.0,0.0,1.0,PASS,
healthy_child_20kg,drive_level,RespiratoryMechanics/ChemoreflexModule,drive_or_tone,1.0,2.4995870658783015,2.4995870658783015,0.0,3.0,0.0,2.0,REVIEW,
healthy_child_20kg,drug_HR_mod,PKPDModule,modifier,1.0,1.0,1.0,0.0,5.0,0.0,2.5,PASS,
healthy_child_20kg,drug_MAP_mod,PKPDModule,modifier,1.0,1.0,1.0,0.0,5.0,0.0,2.5,PASS,
healthy_child_20kg,drug_NMB_frac,PKPDModule,index,0.0,0.0,0.0,0.0,1.0,0.0,1.0,PASS,
healthy_child_20kg,drug_SVR_mod,PKPDModule,modifier,1.0,1.0,1.0,0.0,5.0,0.0,2.5,PASS,
healthy_child_20kg,drug_drive_mod,PKPDModule,modifier,1.0,1.0,1.0,0.0,5.0,0.0,2.5,PASS,
healthy_child_20kg,drug_inotropy_mod,PharmacologyModule,modifier,1.0,1.0,1.0,0.0,5.0,0.0,2.5,PASS,
healthy_child_20kg,encephalopathy_index,NeuroFunctionalModule/ICPModule,index,0.0,0.019422224679748176,0.005983399528527953,0.0,1.0,0.0,1.0,PASS,
healthy_child_20kg,endocrine_GFR_mod,EndocrineStressAxisModule,modifier,0.9413098317562089,1.0,0.9446391068302978,0.0,5.0,0.0,2.5,PASS,
healthy_child_20kg,endocrine_HR_add,EndocrineStressAxisModule,additive_modifier,0.0,5.198229321246463,4.799290305466083,-150.0,150.0,-50.0,50.0,PASS,
healthy_child_20kg,endocrine_SVR_mod,EndocrineStressAxisModule,modifier,1.0,1.0643117358443457,1.048531305413313,0.0,5.0,0.0,2.5,PASS,
healthy_child_20kg,endocrine_VO2_mod,EndocrineStressAxisModule,modifier,1.0,1.0425309671738348,1.039266920681086,0.0,5.0,0.0,2.5,PASS,
healthy_child_20kg,endocrine_glucose_prod_mod,EndocrineStressAxisModule,modifier,1.0,1.2425450127042514,1.2329796140433065,0.0,5.0,0.0,2.5,PASS,
healthy_child_20kg,endocrine_lactate_mod,EndocrineStressAxisModule,modifier,1.0,1.097087064992683,1.0906710115590506,0.0,5.0,0.0,2.5,PASS,
healthy_child_20kg,endocrine_severity_score,EndocrineStressAxisModule,score,0.0,0.07722169909675802,0.07291106625804887,0.0,1.0,0.0,1.0,PASS,
healthy_child_20kg,endothelial_leak_index,AdvancedSepsisModule,index,0.0,0.0,0.0,0.0,1.0,0.0,1.0,PASS,
healthy_child_20kg,feeding_intolerance_index,NutritionCatabolismModule,index,0.0,0.10899040894204468,0.10006119718584751,0.0,1.0,0.0,1.0,PASS,
healthy_child_20kg,fever_drive,ThermoregulationModule,drive_or_tone,0.0,0.0,0.0,0.0,3.0,0.0,2.0,PASS,
healthy_child_20kg,furosemide_effect_signal,Pharmacology/RenalModules,effect_index,0.0,0.0,0.0,0.0,1.0,0.0,1.0,PASS,
healthy_child_20kg,heart_lung_CO_mod,HeartLung/RespiratoryMechanicsModule,modifier,0.9643210690028574,1.0,0.9643210690028574,0.0,5.0,0.0,2.5,PASS,
healthy_child_20kg,heat_loss_index,ThermoregulationModule,index,0.0,0.0,0.0,0.0,1.0,0.0,1.0,PASS,
healthy_child_20kg,heme_severity_score,HematologyOxygenTransportModule,score,0.0,0.0,0.0,0.0,1.0,0.0,1.0,PASS,
healthy_child_20kg,hemolysis_index,HematologyOxygenTransportModule,index,0.0,0.0,0.0,0.0,1.0,0.0,1.0,PASS,
healthy_child_20kg,hepatic_drug_clearance_mod,HepaticMetabolismModule,modifier,0.9956644477746927,1.021760334761448,0.9956644477746927,0.0,5.0,0.0,2.5,PASS,
healthy_child_20kg,hepatic_encephalopathy_index,HepaticMetabolismModule,index,0.0,0.0,0.0,0.0,1.0,0.0,1.0,PASS,
healthy_child_20kg,hepatic_fluid_leak_mod,HepaticMetabolismModule,modifier,1.0,1.02638486801877,1.02638486801877,0.0,5.0,0.0,2.5,PASS,
healthy_child_20kg,hepatic_hypoxic_injury_index,HepaticMetabolismModule,index,0.0,0.0,0.0,0.0,1.0,0.0,1.0,PASS,
healthy_child_20kg,hepatic_lactate_clearance_mod,HepaticMetabolismModule,modifier,0.9961151567320763,1.0,0.9961151567320763,0.0,5.0,0.0,2.5,PASS,
healthy_child_20kg,hepatic_perfusion_index,HepaticMetabolismModule,index,1.0,1.15,1.0021750646413403,0.0,2.0,0.3,1.5,PASS,
healthy_child_20kg,hepatic_severity_score,HepaticMetabolismModule,score,0.0,0.01255266386106188,0.01255266386106188,0.0,1.0,0.0,1.0,PASS,
healthy_child_20kg,hepatocellular_injury_index,HepaticMetabolismModule,index,0.0,0.0,0.0,0.0,1.0,0.0,1.0,PASS,
healthy_child_20kg,hyperchloremia_index,AcidBaseElectrolyteModule,index,0.0,0.0,0.0,0.0,1.0,0.0,1.0,PASS,
healthy_child_20kg,hyperkalemia_index,AcidBaseElectrolyteModule,index,0.0,0.0,0.0,0.0,1.0,0.0,1.0,PASS,
healthy_child_20kg,hyperthermia_index,ThermoregulationModule,index,0.0,0.0,0.0,0.0,1.0,0.0,1.0,PASS,
healthy_child_20kg,hypokalemia_index,AcidBaseElectrolyteModule,index,0.0,0.0,0.0,0.0,1.0,0.0,1.0,PASS,
healthy_child_20kg,hypothermia_index,ThermoregulationModule,index,0.0,0.0,0.0,0.0,1.0,0.0,1.0,PASS,
healthy_child_20kg,hypoxic_ischemic_neuro_index,NeuroFunctionalModule/ICPModule,index,0.0,0.05142403281272552,0.05142403281272552,0.0,1.0,0.0,1.0,PASS,
healthy_child_20kg,inadequate_coverage_index,InfectionAntimicrobialBasicModule,index,0.0,0.0,0.0,0.0,1.0,0.0,1.0,PASS,
healthy_child_20kg,infection_fever_drive,InfectionAntimicrobialBasicModule,drive_or_tone,0.0,0.0,0.0,0.0,3.0,0.0,2.0,PASS,
healthy_child_20kg,infection_lactate_mod,InfectionAntimicrobialBasicModule,modifier,1.0,1.0,1.0,0.0,5.0,0.0,2.5,PASS,
healthy_child_20kg,infection_severity_score,InfectionAntimicrobialBasicModule,score,0.0,0.0,0.0,0.0,1.0,0.0,1.0,PASS,
healthy_child_20kg,ino_PVR_mod,INOModule,modifier,1.0,1.0,1.0,0.0,5.0,0.0,2.5,PASS,
healthy_child_20kg,ino_Qs_Qt_mod,INOModule,modifier,1.0,1.0,1.0,0.0,5.0,0.0,2.5,PASS,
healthy_child_20kg,insulin_effect_revision,Pharmacology/GlucoseModules,schema_marker,319.0,319.0,319.0,0.0,999.0,0.0,999.0,PASS,
healthy_child_20kg,insulin_effective_clearance_mmol_L_h,Pharmacology/GlucoseModules,effect_index,0.0,0.0,0.0,0.0,50.0,0.0,10.0,PASS,
healthy_child_20kg,insulin_hypoglycemia_risk,Pharmacology/GlucoseModules,risk_index,0.0,0.0,0.0,0.0,1.0,0.0,1.0,PASS,
healthy_child_20kg,insulin_resistance_index,EndocrineStressAxisModule,index,0.0,0.09166705640285641,0.08713786281118235,0.0,1.0,0.0,1.0,PASS,
healthy_child_20kg,insulin_sensitivity_mod,EndocrineStressAxisModule,modifier,0.9431664250302291,1.0,0.9459745250570669,0.0,5.0,0.0,2.5,PASS,
healthy_child_20kg,liver_SOFA_proxy,HepaticMetabolismModule,proxy,0.0,0.0,0.0,0.0,4.0,0.0,4.0,PASS,
healthy_child_20kg,malnutrition_index,NutritionCatabolismModule,index,0.0,0.0,0.0,0.0,1.0,0.0,1.0,PASS,
healthy_child_20kg,marrow_suppression_index,HematologyOxygenTransportModule,index,0.0,0.0,0.0,0.0,1.0,0.0,1.0,PASS,
healthy_child_20kg,metabolic_acidosis_index,AcidBaseElectrolyteModule,index,0.1125,0.11748213876874729,0.11748213876874729,0.0,1.0,0.0,1.0,PASS,
healthy_child_20kg,metabolic_encephalopathy_index,NeuroFunctionalModule/ICPModule,index,0.0,0.026520137430278066,0.0,0.0,1.0,0.0,1.0,PASS,
healthy_child_20kg,microbial_burden,InfectionAntimicrobialBasicModule,index,0.0,0.0,0.0,0.0,1.0,0.0,1.0,PASS,
healthy_child_20kg,microcirculatory_failure_index,AdvancedSepsisModule,index,0.0,0.0,0.0,0.0,1.0,0.0,1.0,PASS,
healthy_child_20kg,morphine_renal_accumulation_risk,AKICRRTModule,risk_index,0.0,0.0,0.0,0.0,1.0,0.0,1.0,PASS,
healthy_child_20kg,myocardial_depression_index,AdvancedSepsisModule,index,0.0,0.0,0.0,0.0,1.0,0.0,1.0,PASS,
healthy_child_20kg,neuro_HR_add,NeuroFunctionalModule/ICPModule,additive_modifier,0.0,2.4527485141589445,1.6478780237942148,-150.0,150.0,-50.0,50.0,PASS,
healthy_child_20kg,neuro_alert,NeuroFunctionalModule/ICPModule,alert_flag,0.0,0.0,0.0,0.0,1.0,0.0,1.0,PASS,
healthy_child_20kg,neuro_resp_drive_mod,NeuroFunctionalModule/ICPModule,modifier,0.9383630889810514,1.000035158844877,1.000035158844877,0.0,5.0,0.0,2.5,PASS,
healthy_child_20kg,neuro_severity_score,NeuroFunctionalModule/ICPModule,score,0.0,0.05603509785343959,0.032978350257889325,0.0,1.0,0.0,1.0,PASS,
healthy_child_20kg,neuro_sympathetic_mod,NeuroFunctionalModule/ICPModule,modifier,1.0,1.1392420390219513,1.092343455794191,0.0,5.0,0.0,2.5,PASS,
healthy_child_20kg,nitrogen_balance_proxy,NutritionCatabolismModule,proxy,-2.7469614413726378,0.0,-2.744817212142975,-50.0,50.0,-20.0,20.0,PASS,
healthy_child_20kg,nutrition_albumin_mod,NutritionCatabolismModule,modifier,0.9344912077284184,1.0,0.9345136036127881,0.0,5.0,0.0,2.5,PASS,
healthy_child_20kg,nutrition_severity_score,NutritionCatabolismModule,score,0.0,0.34215196478673393,0.3353591854234905,0.0,1.0,0.0,1.0,PASS,
healthy_child_20kg,oncotic_pressure_proxy,HepaticMetabolismModule,proxy,0.9499999449981196,1.0,0.9499999449981196,0.0,3.0,0.3,2.0,PASS,
healthy_child_20kg,overdistension_index,HeartLung/RespiratoryMechanicsModule,index,0.0,0.0,0.0,0.0,1.0,0.0,1.0,PASS,
healthy_child_20kg,pain_score,PainStressSedationModule,score,2.0,7.573342390471979,6.975951356911119,0.0,10.0,0.0,10.0,PASS,
healthy_child_20kg,pathogen_resistance_index,InfectionAntimicrobialBasicModule,index,0.15,0.15,0.15,0.0,1.0,0.0,1.0,PASS,
healthy_child_20kg,piperacillin_coverage_mod,Pharmacology/InfectionModules,modifier,0.0,0.0,0.0,0.0,1.0,0.0,1.0,PASS,
healthy_child_20kg,piperacillin_target_attainment,Pharmacology/InfectionModules,index,0.0,0.0,0.0,0.0,1.0,0.0,1.0,PASS,
healthy_child_20kg,platelet_function_index,HematologyOxygenTransportModule,index,1.0,1.0,1.0,0.0,1.0,0.0,1.0,PASS,
healthy_child_20kg,procalcitonin_proxy,InfectionAntimicrobialBasicModule,proxy,0.0,0.0,0.0,0.0,1000.0,0.0,100.0,PASS,
healthy_child_20kg,recruited_frac,RespiratoryMechanics/ChemoreflexModule,index,0.7934650471273705,0.8901984806387719,0.8788493409580334,0.0,1.0,0.0,1.0,PASS,
healthy_child_20kg,refeeding_risk_index,NutritionCatabolismModule,risk_index,0.0,0.05,0.05,0.0,1.0,0.0,1.0,PASS,
healthy_child_20kg,renal_severity_score,AKICRRTModule/FluidBalanceModule,score,0.0,0.012211372890002936,0.0006516595936438385,0.0,1.0,0.0,1.0,PASS,
healthy_child_20kg,respiratory_acidosis_index,AcidBaseElectrolyteModule,index,0.0,0.6215636052100763,0.31144863497964426,0.0,1.0,0.0,1.0,PASS,
healthy_child_20kg,sed_HR_mod,PainStressSedationModule,modifier,1.0,1.5356274387877362,1.4846998531766729,0.0,5.0,0.0,2.5,PASS,
healthy_child_20kg,sed_SVR_mod,PainStressSedationModule,modifier,1.0,1.292160421156947,1.264381738096367,0.0,5.0,0.0,2.5,PASS,
healthy_child_20kg,sed_VO2_mod,PainStressSedationModule,modifier,1.0,1.292160421156947,1.264381738096367,0.0,5.0,0.0,2.5,PASS,
healthy_child_20kg,sed_resp_mod,PainStressSedationModule,modifier,1.0,1.0,1.0,0.0,5.0,0.0,2.5,PASS,
healthy_child_20kg,sedation_score,PainStressSedationModule,score,0.0,0.0,0.0,0.0,1.0,0.0,1.0,PASS,
healthy_child_20kg,seizure_risk_index,NeuroFunctionalModule/ICPModule,risk_index,0.0,0.006609667418053924,0.006609667418053924,0.0,1.0,0.0,1.0,PASS,
healthy_child_20kg,seizure_treatment_effect,NeuroFunctionalModule/ICPModule,effect_index,0.0,0.0,0.0,0.0,1.0,0.0,1.0,PASS,
healthy_child_20kg,sepsis_CO_mod,AdvancedSepsisModule,modifier,1.0,1.0,1.0,0.0,5.0,0.0,2.5,PASS,
healthy_child_20kg,sepsis_GFR_mod,AdvancedSepsisModule,modifier,1.0,1.0,1.0,0.0,5.0,0.0,2.5,PASS,
healthy_child_20kg,sepsis_HR_add,AdvancedSepsisModule,additive_modifier,0.0,0.0,0.0,-150.0,150.0,-50.0,50.0,PASS,
healthy_child_20kg,sepsis_SVR_mod,AdvancedSepsisModule,modifier,1.0,1.0,1.0,0.0,5.0,0.0,2.5,PASS,
healthy_child_20kg,sepsis_VO2_mod,AdvancedSepsisModule,modifier,1.0,1.0,1.0,0.0,5.0,0.0,2.5,PASS,
healthy_child_20kg,sepsis_coag_mod,AdvancedSepsisModule,modifier,1.0,1.0,1.0,0.0,5.0,0.0,2.5,PASS,
healthy_child_20kg,sepsis_lactate_prod_mod,AdvancedSepsisModule,modifier,1.0,1.0,1.0,0.0,5.0,0.0,2.5,PASS,
healthy_child_20kg,sepsis_severity_score,AdvancedSepsisModule,score,0.0,0.0,0.0,0.0,1.0,0.0,1.0,PASS,
healthy_child_20kg,septic_encephalopathy_index,NeuroFunctionalModule/ICPModule,index,0.0,0.0,0.0,0.0,1.0,0.0,1.0,PASS,
healthy_child_20kg,shivering_index,ThermoregulationModule,index,0.0,0.0,0.0,0.0,1.0,0.0,1.0,PASS,
healthy_child_20kg,source_control_need_index,InfectionAntimicrobialBasicModule,index,0.0,0.0,0.0,0.0,1.0,0.0,1.0,PASS,
healthy_child_20kg,steroid_ICP_mod,SteroidsModule,modifier,1.0,1.0,1.0,0.0,5.0,0.0,2.5,PASS,
healthy_child_20kg,steroid_SIRS_mod,SteroidsModule,modifier,1.0,1.0,1.0,0.0,5.0,0.0,2.5,PASS,
healthy_child_20kg,steroid_SVR_mod,SteroidsModule,modifier,1.0,1.0,1.0,0.0,5.0,0.0,2.5,PASS,
healthy_child_20kg,steroid_glucose_add,SteroidsModule,additive_modifier,0.0,0.0,0.0,-150.0,150.0,-50.0,50.0,PASS,
healthy_child_20kg,stress_hyperglycemia_index,PainStressSedationModule,index,0.0,0.0,0.0,0.0,1.0,0.0,1.0,PASS,
healthy_child_20kg,stress_index,PainStressSedationModule,index,0.1,0.9738680705231568,0.8812724603212234,0.0,1.0,0.0,1.0,PASS,
healthy_child_20kg,sympathetic_tone,PainStressSedationModule,drive_or_tone,1.0,1.5356274387877362,1.4846998531766729,0.0,3.0,0.0,2.0,PASS,
healthy_child_20kg,temperature_instability_score,ThermoregulationModule,score,0.0,0.0,0.0,0.0,1.0,0.0,1.0,PASS,
healthy_child_20kg,thermo_HR_add,ThermoregulationModule,additive_modifier,0.0,0.0,0.0,-150.0,150.0,-50.0,50.0,PASS,
healthy_child_20kg,thermo_VO2_mod,ThermoregulationModule,modifier,1.0,1.0,1.0,0.0,5.0,0.0,2.5,PASS,
healthy_child_20kg,thermo_coag_mod,ThermoregulationModule,modifier,1.0,1.0,1.0,0.0,5.0,0.0,2.5,PASS,
healthy_child_20kg,thermo_lactate_mod,ThermoregulationModule,modifier,1.0,1.0,1.0,0.0,5.0,0.0,2.5,PASS,
healthy_child_20kg,thrombosis_risk_index,HematologyOxygenTransportModule,risk_index,0.0,0.0,0.0,0.0,1.0,0.0,1.0,PASS,
healthy_child_20kg,thyroid_suppression_index,EndocrineStressAxisModule,index,0.0,0.0,0.0,0.0,1.0,0.0,1.0,PASS,
healthy_child_20kg,transfusion_trigger_score,HematologyOxygenTransportModule,score,0.0,0.0,0.0,0.0,1.0,0.0,1.0,PASS,
healthy_child_20kg,vancomycin_coverage_mod,Pharmacology/InfectionModules,modifier,0.0,0.0,0.0,0.0,1.0,0.0,1.0,PASS,
healthy_child_20kg,vancomycin_target_attainment,Pharmacology/InfectionModules,index,0.0,0.0,0.0,0.0,1.0,0.0,1.0,PASS,
healthy_child_20kg,vasoplegia_index,AdvancedSepsisModule,index,0.0,0.0,0.0,0.0,1.0,0.0,1.0,PASS,
healthy_child_20kg,venous_return_mod,HeartLung/RespiratoryMechanicsModule,modifier,0.9780377040812207,1.0,1.0,0.0,5.0,0.0,2.5,PASS,
healthy_child_20kg,vq_deadspace_frac,RespiratoryGasExchangeModule,fraction,0.3,0.3585174683398941,0.35245299921703566,0.0,1.0,0.0,1.0,PASS,
healthy_child_20kg,vq_exchange_frac,RespiratoryGasExchangeModule,fraction,0.8117534088084638,0.9,0.8148764501359052,0.0,1.0,0.0,1.0,PASS,
healthy_child_20kg,vq_high_vq_burden,RespiratoryGasExchangeModule,burden_index,0.0,0.09391279592526006,0.09391279592526006,0.0,1.0,0.0,1.0,PASS,
